Proyecto,Módulo,Desarrollador,Líneas de código,Número de bugs,Tiempo de desarrollo (horas),Costo (USD),Satisfacción del cliente,Antigüedad del desarrollador (años),Idioma de programación,Plataforma,Tipo de proyecto,Fase del proyecto,Tamaño del equipo,Tecnologías
Hunt and Sons,kitchen,Janet Jacobs,8680,50,96,81931,2,2,Python,Desktop,Application,Development,3,"need, skill, line"
Williams Ltd,significant,Hailey Howard,6824,8,113,95127,1,3,Kotlin,Desktop,Application,Deployment,3,"someone, talk, type"
Curry-Raymond,my,Mark Park,4182,50,289,74149,1,9,Javascript,Mobile,Application,Design,1,"continue, you, will"
Clark Ltd,decide,Sophia Jackson,8806,14,67,85452,1,3,Python,Web,Management System,Design,3,"see, anyone, hair"
Erickson and Sons,her,Derrick Morris,5512,37,386,32385,1,7,Kotlin,Desktop,Application,Testing,10,"result, word, area"
Taylor PLC,through,Austin Fuller,5555,49,292,86984,3,6,Python,Desktop,Web site,Deployment,6,"high, million, because"
"Lee, Scott and Anthony",sometimes,Lori Lawson,649,40,261,31836,1,8,Python,Desktop,Application,Development,10,"enough, hand, sister"
"Carrillo, Aguilar and Collins",fight,Erica Hatfield,7899,33,247,23478,3,14,Java,Desktop,Web site,Design,4,"measure, result, color"
Sherman LLC,money,Michael Sloan,5310,27,77,80240,2,3,Java,Desktop,Application,Testing,9,"want, method, show"
Morgan LLC,child,Valerie Lam,1224,33,146,27311,5,14,Java,Desktop,Management System,Development,7,"statement, tell, civil"
"Whitehead, Berger and Houston",ever,Evan Gardner,6182,32,281,51003,5,5,Kotlin,Mobile,Web site,Development,2,"study, letter, spring"
"Bruce, Mcgee and Jordan",technology,Erik Lopez,3835,47,304,63240,5,8,Java,Desktop,Application,Development,9,"explain, century, yes"
Johnson-Garcia,international,Sean Weaver,3576,9,343,92865,4,1,Java,Desktop,Web site,Testing,9,"listen, baby, activity"
Paul-Leonard,goal,Thomas Walters III,388,19,106,67412,4,1,Kotlin,Web,Application,Development,7,"land, into, fill"
Hurst LLC,interest,Megan Warren,1673,48,105,99832,5,9,Python,Mobile,Application,Deployment,7,"ten, point, foreign"
Davis LLC,front,Andrea Myers,2277,49,465,53775,2,2,Python,Web,Web site,Design,8,"me, risk, must"
"Rollins, Bass and Moore",join,Jessica Bell,2464,31,168,13928,5,9,Java,Web,Management System,Testing,8,"wind, everything, dark"
Shaw-Valencia,moment,Dr. Amy Wang DDS,770,30,37,64235,1,1,Kotlin,Desktop,Web site,Testing,1,"him, pressure, large"
Ellis Ltd,image,Thomas Castro,1863,6,120,17678,5,13,Python,Mobile,Application,Deployment,2,"want, others, director"
Ortiz-Wright,rise,Miranda Henderson,2083,23,209,18101,1,13,Javascript,Desktop,Application,Testing,2,"key, challenge, will"
"Walters, Hardy and Dunn",factor,Maxwell Horn,9468,34,149,18661,4,15,Python,Mobile,Management System,Development,9,"eight, common, view"
"Young, Bell and Wells",build,Amy Cain,8762,9,115,39988,4,6,Java,Desktop,Web site,Deployment,9,"not, case, push"
Soto and Sons,explain,Aaron Barry,6894,48,427,86209,3,10,Kotlin,Web,Web site,Testing,6,"authority, school, consumer"
Thomas-Jimenez,discover,Jeremy Martin,423,27,351,5821,5,15,Java,Mobile,Web site,Development,3,"executive, meeting, central"
"Novak, Hunt and Robertson",responsibility,Christina Morris,7865,26,345,43257,4,6,Python,Desktop,Management System,Testing,5,"then, small, size"
Thompson-Bailey,sometimes,Matthew Holder,1855,4,209,78768,2,15,Kotlin,Web,Application,Testing,2,"behavior, responsibility, approach"
Allen-Brown,stock,Roy Gates III,1446,27,110,57003,2,4,Javascript,Web,Web site,Design,4,"later, fight, fly"
Williams Group,indeed,Elizabeth Hayes,1068,3,112,61950,3,12,Kotlin,Mobile,Web site,Deployment,6,"peace, only, control"
Jackson Inc,here,David Evans,5577,0,484,30349,3,14,Kotlin,Web,Application,Development,6,"subject, store, nation"
Sanchez and Sons,food,Lauren Lewis,7272,38,218,99074,5,10,Javascript,Web,Management System,Design,9,"record, father, recent"
Nguyen-Reed,born,Jose Russell,6598,46,67,78864,3,4,Java,Web,Application,Testing,10,"drop, morning, risk"
"Olson, Jones and King",can,Edward Hunter,7852,34,376,62535,1,7,Python,Desktop,Application,Development,9,"whether, six, subject"
Owens-Neal,team,Andre Harris,660,5,266,19435,1,1,Kotlin,Desktop,Application,Development,3,"main, whether, continue"
Stephens Group,purpose,Eric Bridges,2857,41,13,20530,2,12,Kotlin,Desktop,Web site,Deployment,9,"job, outside, discussion"
Evans-Roberts,could,Mitchell Rogers,1417,31,110,69725,3,10,Java,Mobile,Management System,Testing,10,"radio, conference, ask"
Harrison-Clark,character,Molly Sexton,1063,40,141,57894,4,15,Kotlin,Web,Management System,Design,8,"wall, majority, indeed"
Smith-Ramsey,area,David Mendez,2557,49,32,67849,3,1,Java,Web,Web site,Testing,7,"likely, nothing, budget"
Gentry PLC,game,Thomas Boyd,5785,23,317,85387,4,1,Java,Mobile,Web site,Deployment,4,"white, cause, include"
Wilson-Atkinson,whom,Douglas Davila,897,12,266,60216,3,7,Python,Desktop,Application,Testing,3,"eight, participant, year"
Singleton Group,tax,Tammy Barnes,8658,23,70,31800,1,9,Kotlin,Mobile,Application,Development,9,"song, worry, yet"
Anderson Group,bank,Audrey Stanton,5947,19,87,42915,3,3,Kotlin,Web,Web site,Testing,9,"Congress, ago, fire"
"Scott, Adkins and Clark",teach,Susan Howell,5609,41,198,33765,5,8,Kotlin,Desktop,Application,Development,2,"where, race, trial"
Lee-Baker,president,Justin Gomez,601,34,472,51493,4,15,Kotlin,Mobile,Application,Development,5,"use, walk, ok"
Shaffer Inc,option,Richard Callahan,1565,11,30,22307,5,1,Python,Web,Web site,Design,2,"recently, ten, capital"
Rogers-Robinson,deal,Alicia Roach,7825,43,122,87486,2,8,Kotlin,Mobile,Application,Deployment,2,"increase, strategy, white"
"Ward, Bell and Salazar",lot,Charles Elliott,8747,19,372,74942,1,15,Javascript,Desktop,Application,Testing,7,"doctor, soldier, tend"
Herman LLC,tell,Joyce Bates,5834,30,401,56207,4,4,Python,Web,Management System,Development,9,"range, experience, tell"
Sharp-Rodriguez,military,Jaime Townsend,7511,47,302,28864,3,8,Javascript,Web,Management System,Deployment,3,"provide, reveal, history"
"Brown, Gregory and Robertson",issue,Jennifer Wiggins,7070,33,140,98014,2,3,Java,Desktop,Application,Development,3,"dog, reason, different"
Price and Sons,particular,Sandra Wang,9432,40,257,34443,3,10,Python,Desktop,Management System,Testing,1,"subject, color, whether"
Phillips-Jackson,gas,Jeffery Davis,2500,28,403,35651,3,3,Java,Desktop,Application,Development,8,"grow, enter, tree"
Berg-Sexton,tough,Austin Tyler,9195,21,21,64048,3,2,Javascript,Desktop,Management System,Deployment,7,"plant, sure, bed"
"Thomas, Delgado and Rollins",stay,Julia Ruiz,7165,15,168,19287,4,1,Java,Desktop,Application,Development,5,"rule, never, often"
"Richard, Walton and Robles",every,Michael Randall,6689,44,416,1238,1,9,Kotlin,Web,Management System,Design,1,"second, example, citizen"
"Hall, Young and Miles",ten,Christine Lopez,8743,17,387,30068,2,12,Kotlin,Mobile,Web site,Testing,10,"focus, reality, who"
Richards and Sons,red,Victoria Parker,3892,31,197,77073,3,7,Kotlin,Mobile,Web site,Deployment,7,"role, authority, recognize"
"Hill, Anthony and Todd",writer,Ian Booth,1693,17,444,81884,4,3,Javascript,Desktop,Application,Design,4,"subject, pay, indeed"
"Goodman, Long and Ingram",way,Kayla Vasquez,6965,33,426,53340,5,10,Java,Desktop,Management System,Deployment,9,"reflect, realize, minute"
"Manning, Owens and Hamilton",western,Dr. Ethan Morales,4665,49,439,9910,4,9,Java,Desktop,Web site,Design,8,"own, hospital, whom"
"Kaufman, Smith and Hughes",report,Lauren Silva,2502,27,311,92132,2,7,Kotlin,Mobile,Management System,Design,3,"and, data, public"
Matthews-Jones,station,John Cox MD,7389,26,419,16111,1,2,Javascript,Mobile,Management System,Testing,7,"present, feel, inside"
Bullock Ltd,main,Kristen Winters,6147,1,126,88934,4,9,Java,Web,Management System,Testing,7,"page, whole, pull"
"Torres, Clark and Williams",city,Matthew Anderson,2522,34,269,38749,5,9,Javascript,Desktop,Application,Development,1,"song, action, radio"
Gomez-Guerra,any,Shawn Brown,6562,4,444,6266,2,9,Python,Web,Web site,Development,2,"likely, and, success"
Lamb-Vance,animal,Hannah Wilson,5333,35,175,60468,5,7,Kotlin,Web,Management System,Design,2,"several, go, wear"
Ware PLC,sing,Sonia Pineda,5479,24,12,52145,5,1,Python,Mobile,Application,Design,6,"type, leg, suggest"
"Leonard, Baker and Dixon",whole,Steven Jenkins,5457,31,446,78755,1,8,Kotlin,Web,Web site,Development,3,"upon, answer, quite"
George Inc,early,John Meza,1905,26,211,62746,4,14,Python,Mobile,Application,Testing,10,"radio, other, foot"
Williams PLC,join,Jessica Harrell,7860,40,40,95544,2,11,Kotlin,Desktop,Management System,Design,9,"knowledge, teach, itself"
Carr-Thompson,able,Cynthia Ramirez,588,16,250,69601,4,3,Javascript,Mobile,Application,Development,7,"film, run, news"
Cortez-Cabrera,natural,Heather Gardner,2580,22,37,2254,1,14,Java,Web,Management System,Development,5,"marriage, miss, computer"
Anderson PLC,while,Sean Becker,7620,47,218,61172,3,6,Python,Web,Web site,Testing,1,"magazine, hope, hard"
Matthews-Young,effect,Mr. Calvin Medina,2253,23,93,9965,1,3,Java,Web,Management System,Deployment,9,"computer, buy, others"
Kane-Barnett,red,Wayne Clark,5980,4,65,18338,5,7,Javascript,Web,Management System,Deployment,8,"place, might, new"
"Pham, Preston and Wise",pull,Stephen Acosta,8033,15,370,77491,5,3,Kotlin,Desktop,Application,Design,3,"from, even, range"
"Carter, Wilson and Mitchell",help,Emma Smith,5505,40,321,58680,4,2,Javascript,Mobile,Management System,Design,4,"she, you, four"
Villarreal and Sons,water,Megan Anderson,7300,4,14,37753,4,8,Javascript,Mobile,Application,Testing,3,"beyond, boy, add"
Clayton-Nelson,state,Ray Walker,1413,4,434,92780,5,2,Java,Desktop,Web site,Deployment,8,"bag, leader, age"
"Hendricks, Wang and Davis",back,Kristina Robertson,7088,6,460,42594,4,11,Javascript,Desktop,Web site,Development,9,"official, imagine, kid"
Parker Group,across,Michael Wong,5597,24,72,99374,4,14,Kotlin,Mobile,Application,Deployment,8,"son, story, coach"
Martinez-Taylor,life,Chad Nichols,7124,30,288,73994,1,15,Javascript,Web,Application,Design,3,"practice, raise, system"
Hull PLC,necessary,Stanley Best,401,3,220,57353,4,9,Javascript,Mobile,Application,Deployment,2,"response, section, wait"
"Frost, Rivera and Smith",others,Angela Barber,6929,24,450,98839,4,9,Kotlin,Desktop,Application,Deployment,9,"five, always, board"
"Hunt, Navarro and Bell",rule,Emily Hendricks,6129,46,157,62032,5,7,Java,Mobile,Application,Deployment,6,"debate, case, crime"
Christensen-Lester,job,Danielle Rose,6185,47,152,56091,1,15,Python,Web,Management System,Development,9,"perhaps, gun, few"
Williams-Morales,large,Alicia Nelson,4125,17,85,33276,3,2,Kotlin,Web,Application,Deployment,1,"nice, research, health"
Parsons-Ramos,public,Steven Walker,5079,3,320,89044,5,8,Javascript,Desktop,Web site,Deployment,9,"on, toward, glass"
Barnes-Smith,seven,Karen Love,692,45,340,79752,2,9,Kotlin,Web,Management System,Design,6,"radio, make, think"
"Olsen, Howard and Dunn",old,Chelsea Davis,7919,19,121,76133,1,11,Java,Mobile,Web site,Development,9,"charge, participant, new"
"Davenport, Miller and Schaefer",could,Christian Crawford,3361,44,377,39038,3,2,Kotlin,Mobile,Management System,Development,3,"develop, oil, simple"
Davis-Coffey,hold,John Washington,1180,2,86,69939,3,14,Java,Desktop,Application,Development,9,"sound, far, several"
Ellis LLC,thing,Nicholas Smith,2394,49,35,8987,3,8,Java,Web,Application,Design,5,"crime, prepare, strong"
Diaz Ltd,huge,Carolyn Reyes,1959,34,133,64217,3,3,Java,Desktop,Application,Deployment,7,"cup, top, hope"
"Henderson, Rogers and Young",glass,Thomas Tanner,3007,41,304,38267,3,15,Javascript,Desktop,Web site,Design,10,"tree, party, marriage"
"Cole, Smith and Krause",consumer,Peggy Fernandez,6490,39,475,22947,5,12,Java,Desktop,Management System,Design,6,"name, great, dog"
"Johnson, James and Jordan",trade,Mackenzie Roberson,256,37,410,41634,2,3,Java,Mobile,Management System,Deployment,4,"drive, reduce, quality"
"Turner, Horn and Reynolds",television,Emily Buchanan,7631,12,196,77331,5,12,Kotlin,Desktop,Management System,Testing,10,"region, including, cell"
"Brown, Jacobs and Kelly",institution,Thomas Jefferson,7281,22,442,61244,3,8,Kotlin,Mobile,Web site,Design,3,"grow, technology, guess"
Smith and Sons,simple,Jim Mays,7646,23,162,82388,5,1,Python,Desktop,Management System,Design,2,"already, yes, old"
Cross-Mills,must,Matthew Warren,8329,5,311,57643,1,6,Java,Mobile,Web site,Deployment,2,"poor, follow, of"
"Roth, Johnson and Gordon",concern,Mark Wilson,3935,7,433,52037,3,7,Javascript,Desktop,Application,Testing,10,"whom, arm, peace"
Long LLC,truth,Jose Pham,9587,44,428,55340,5,13,Javascript,Web,Application,Testing,6,"social, service, drive"
"Hopkins, Lee and Roberts",key,Jeffrey Dickson,9610,16,96,3283,3,14,Javascript,Desktop,Web site,Design,3,"bar, allow, why"
Graham LLC,fast,Brian Smith,9722,44,205,45733,1,2,Javascript,Web,Application,Deployment,1,"because, hot, find"
King-Guzman,enjoy,Jillian Stark,3755,29,387,2051,3,8,Java,Mobile,Web site,Deployment,10,"less, lot, town"
Martinez and Sons,bar,Gabriela Simmons,9734,4,104,45786,5,10,Java,Web,Management System,Development,2,"determine, couple, result"
"Acevedo, Chapman and Price",mean,Jessica Newman,3298,25,410,70617,2,4,Javascript,Web,Web site,Development,1,"home, factor, join"
Williams and Sons,finally,Julia Cohen,5210,11,179,68640,4,11,Python,Web,Web site,Design,1,"force, measure, call"
"Brown, Erickson and Gay",cultural,Elizabeth Reeves MD,9976,22,362,81628,3,14,Python,Web,Web site,Testing,4,"firm, within, none"
"Peterson, Carlson and Howard",father,Charles Smith,1693,0,455,97083,4,14,Javascript,Desktop,Application,Testing,3,"another, interview, energy"
Morris and Sons,fight,James Smith,5892,24,205,1515,1,9,Kotlin,Desktop,Management System,Design,5,"develop, respond, opportunity"
Olson Inc,truth,Nichole Evans,8664,41,199,27890,1,13,Python,Web,Application,Design,2,"decision, difference, star"
"Reed, Nelson and Morgan",leave,Daniel Cooper,895,28,72,61667,2,2,Python,Web,Application,Design,1,"get, help, international"
Johnson-Porter,huge,Mr. Derek Reyes,536,39,300,8494,5,10,Java,Web,Web site,Deployment,7,"goal, station, space"
Thomas Group,east,Jackson Garrett,2286,12,219,67291,2,6,Javascript,Desktop,Web site,Development,4,"music, choose, religious"
Coleman Inc,especially,Andrea Morris,2056,3,37,14587,2,5,Python,Mobile,Management System,Development,6,"husband, charge, yet"
Simpson and Sons,adult,Sydney Morgan,8554,27,44,98768,5,4,Javascript,Desktop,Management System,Design,5,"near, item, evening"
Cooper Group,red,Amanda Collins DDS,3973,49,13,87879,3,15,Java,Desktop,Application,Deployment,4,"from, business, arrive"
Gibson PLC,first,Kevin Rodriguez,101,15,275,6063,5,3,Java,Mobile,Application,Design,1,"toward, east, oil"
"Wright, Dougherty and Mayer",arrive,Joseph Glenn,3848,40,366,62797,4,12,Kotlin,Desktop,Application,Design,9,"green, weight, church"
Johnson-Schneider,piece,Matthew King,9113,43,272,37659,4,1,Java,Mobile,Web site,Testing,1,"none, music, majority"
Taylor-Chung,woman,Laura Cook,8300,28,149,83495,4,2,Python,Mobile,Management System,Design,5,"tend, born, walk"
Martin PLC,out,Lisa Randall MD,9595,2,289,97712,5,8,Javascript,Mobile,Management System,Deployment,6,"effect, similar, meeting"
Moore LLC,suffer,Brittany Frost,4710,17,301,66734,5,3,Kotlin,Mobile,Web site,Development,3,"growth, must, tend"
"Mora, Bell and Shaw",each,Rebecca Romero,1603,22,301,56564,4,6,Kotlin,Web,Management System,Development,1,"use, cut, middle"
Hill-Jones,power,John Best,6980,3,386,43808,4,13,Kotlin,Mobile,Management System,Deployment,4,"black, service, water"
"Cline, Alvarez and Green",live,Ronald Brown,5907,24,156,83190,1,2,Java,Mobile,Application,Deployment,3,"participant, detail, site"
"Galloway, Estrada and Rivera",away,Eric Brewer,9233,29,215,47536,1,6,Kotlin,Mobile,Management System,Development,9,"write, against, form"
Brooks Inc,four,Jennifer Bailey,2453,5,154,35358,1,15,Javascript,Desktop,Web site,Development,1,"world, attack, continue"
"Gardner, Jimenez and Smith",nearly,Ryan Greene,4037,4,267,47768,3,10,Java,Mobile,Application,Testing,7,"animal, expert, next"
"Fisher, Jones and Houston",language,Mary Franklin,7818,25,187,82898,1,5,Kotlin,Mobile,Web site,Design,9,"turn, one, board"
"Santos, Ramos and Smith",suggest,Kathy French,8622,18,138,25192,3,7,Java,Web,Web site,Design,10,"show, base, available"
Larson-Morris,such,Michele Morris,4119,5,286,6875,3,13,Python,Desktop,Web site,Design,1,"especially, environmental, point"
"Robinson, Keller and Terry",firm,Sandra Guerra,8748,47,154,95608,5,3,Kotlin,Web,Management System,Deployment,7,"relate, mouth, would"
Wiley PLC,score,Anthony Moore,9377,4,396,6710,3,10,Python,Web,Management System,Design,10,"relationship, effort, color"
Alexander LLC,political,Crystal Smith,7809,32,114,58170,5,4,Javascript,Desktop,Application,Testing,10,"election, around, relationship"
Silva-Miller,nature,Christie Duncan,8254,7,103,28083,2,3,Python,Desktop,Management System,Deployment,7,"today, room, window"
Pena Inc,visit,Todd Morgan,4362,17,449,47751,4,10,Kotlin,Desktop,Application,Deployment,10,"health, drug, yard"
"Martin, Chapman and Mcdaniel",with,Bonnie Hayes,4709,19,84,12109,2,14,Kotlin,Web,Application,Deployment,2,"sit, politics, draw"
"Thompson, Nelson and Kirby",because,Christopher Kelly,1486,36,407,50836,1,12,Python,Web,Management System,Testing,10,"speak, later, fund"
"Schmitt, Phillips and Gibson",can,Jessica Obrien,1477,39,461,26120,4,1,Java,Mobile,Web site,Design,7,"investment, reason, door"
Knight LLC,despite,Jay Brown,2200,0,172,82201,3,2,Python,Web,Management System,Development,9,"discussion, argue, strong"
Greer Group,society,Lisa Howard,7333,31,487,54186,2,11,Python,Web,Management System,Deployment,9,"produce, manage, knowledge"
Cooper-Moore,little,Kelsey Mcdonald,1697,30,405,25236,4,5,Javascript,Mobile,Application,Design,9,"on, eye, economy"
Gross-Allen,spend,Jeffery Andrade,2841,9,47,84131,1,5,Javascript,Web,Application,Design,7,"forward, data, sign"
Clark Inc,bank,Keith Salinas,6241,35,385,66245,1,5,Kotlin,Web,Management System,Development,4,"lead, into, medical"
Hardy PLC,involve,Suzanne Lopez,4708,32,240,59136,4,8,Java,Desktop,Management System,Development,6,"fly, pass, most"
Jones Inc,everyone,Laura English,2890,3,377,64697,4,3,Javascript,Web,Web site,Deployment,8,"professional, wonder, north"
Baldwin-Potter,here,Robert Nolan,3145,37,376,48564,2,1,Javascript,Desktop,Web site,Development,2,"put, entire, reveal"
Jones PLC,alone,Jeffrey Ochoa,6619,15,295,10476,3,7,Kotlin,Web,Management System,Deployment,5,"should, public, walk"
